source,source_record_id,source_reference,amount_minor,currency,event_time,transaction_type,status,payment_id,order_id,settlement_id,utr,fee_minor,tax_minor,adjustment_minor
bank,BANK-1237,UTR-82236,547883,INR,2026-08-18T18:19:00Z,credit,credited,,,SETL_337,UTR82236,0,0,0
bank,BANK-1139,UTR-82138,2080134,INR,2026-08-04T20:48:00Z,credit,credited,,,SETL_239,UTR82138,0,0,0
bank,BANK-1038,UTR-82037,4285509,INR,2026-08-06T08:41:00Z,credit,credited,,,SETL_138,UTR82037,0,0,0
bank,BANK-1187,UTR-82186,92854,INR,2026-08-05T08:19:00Z,credit,credited,,,SETL_287,UTR82186,0,0,0
bank,BANK-1163,UTR-82162,79003,INR,2026-08-11T18:43:00Z,credit,credited,,,SETL_263,UTR82162,0,0,0
bank,BANK-1018,UTR-82017,74973,INR,2026-08-06T10:40:00Z,credit,credited,,,SETL_118,UTR82017,0,0,0
bank,BANK-1146,UTR-82145,3017889,INR,2026-08-17T20:03:00Z,credit,credited,,,SETL_246,UTR82145,0,0,0
bank,BANK-1125,UTR-82124,939346,INR,2026-08-18T09:36:00Z,credit,credited,,,SETL_225,UTR82124,0,0,0
bank,BANK-1214,UTR-82213,29567,INR,2026-08-07T13:54:00Z,credit,credited,,,SETL_314,UTR82213,0,0,0
bank,BANK-1291,UTR-82290,1082524,INR,2026-08-09T15:33:00Z,credit,credited,,,SETL_391,UTR82290,0,0,0
bank,BANK-1379,UTR-88028,17924,INR,2026-08-20T08:18:00Z,credit,credited,,,SETL_479,UTR88028,0,0,0
bank,BANK-1433,UTR-93017,41288,INR,2026-08-07T14:45:00Z,credit,credited,,,SETL_533,UTR93017,0,0,0
bank,BANK-1389,UTR-88038,241116,INR,2026-08-12T21:58:00Z,credit,credited,,,SETL_489,UTR88038,0,0,0
bank,BANK-1387,UTR-88036,2804718,INR,2026-08-25T19:55:00Z,credit,credited,,,SETL_487,UTR88036,0,0,0
bank,BANK-1150,UTR-82149,68820,INR,2026-08-19T22:45:00Z,credit,credited,,,SETL_250,UTR82149,0,0,0
bank,BANK-1414,UTR-91023,71605,INR,2026-08-03T16:35:00Z,credit,credited,,,SETL_514,UTR91023,0,0,0
bank,BANK-1104,UTR-82103,60528,INR,2026-08-21T19:53:00Z,credit,credited,,,SETL_204,UTR82103,0,0,0
bank,BANK-1441,UTR-95000A,228106,INR,2026-08-18T20:04:00Z,credit,credited,,,SETL_541,UTR95000A,0,0,0
bank,BANK-1444,UTR-95001B,22393,INR,2026-08-27T18:31:00Z,credit,credited,,,SETL_544,UTR95001B,0,0,0
bank,BANK-1359,UTR-88008,864492,INR,2026-08-05T08:19:00Z,credit,credited,,,SETL_459,UTR88008,0,0,0
bank,BANK-1275,UTR-82274,4377086,INR,2026-08-17T19:30:00Z,credit,credited,,,SETL_375,UTR82274,0,0,0
bank,BANK-1281,UTR-82280,76221,INR,2026-08-27T14:05:00Z,credit,credited,,,SETL_381,UTR82280,0,0,0
bank,BANK-1304,NEFT85003,963732,INR,2026-08-09T18:35:00Z,credit,credited,,,SETL_404,NEFT85003,0,0,0
bank,BANK-1422,UTR-93006,182328,INR,2026-08-13T17:54:00Z,credit,credited,,,SETL_522,UTR93006,0,0,0
bank,BANK-1203,UTR-82202,2984208,INR,2026-08-17T09:57:00Z,credit,credited,,,SETL_303,UTR82202,0,0,0
bank,BANK-1438,UTR-93022,492060,INR,2026-08-15T20:05:00Z,credit,credited,,,SETL_538,UTR93022,0,0,0
bank,BANK-1137,UTR-82136,650489,INR,2026-08-06T17:02:00Z,credit,credited,,,SETL_237,UTR82136,0,0,0
bank,BANK-1331,NEFT85030,625431,INR,2026-08-22T13:10:00Z,credit,credited,,,SETL_431,NEFT85030,0,0,0
bank,BANK-1342,NEFT85041,1541892,INR,2026-08-09T16:20:00Z,credit,credited,,,SETL_442,NEFT85041,0,0,0
bank,BANK-1101,UTR-82100,89282,INR,2026-08-18T18:07:00Z,credit,credited,,,SETL_201,UTR82100,0,0,0
bank,BANK-1412,UTR-91021,1539473,INR,2026-08-10T09:45:00Z,credit,credited,,,SETL_512,UTR91021,0,0,0
bank,BANK-1048,UTR-82047,785337,INR,2026-08-17T13:59:00Z,credit,credited,,,SETL_148,UTR82047,0,0,0
bank,BANK-1490,UTR-95024B,1108332,INR,2026-08-26T15:20:00Z,credit,credited,,,SETL_590,UTR95024B,0,0,0
bank,BANK-1489,UTR-95024A,1662497,INR,2026-08-25T15:20:00Z,credit,credited,,,SETL_589,UTR95024A,0,0,0
bank,BANK-1319,NEFT85018,607780,INR,2026-08-18T22:19:00Z,credit,credited,,,SETL_419,NEFT85018,0,0,0
bank,BANK-1348,NEFT85047,3271775,INR,2026-08-11T12:07:00Z,credit,credited,,,SETL_448,NEFT85047,0,0,0
bank,BANK-1095,UTR-82094,26098,INR,2026-08-15T17:36:00Z,credit,credited,,,SETL_195,UTR82094,0,0,0
bank,BANK-1055,UTR-82054,74446,INR,2026-08-06T18:27:00Z,credit,credited,,,SETL_155,UTR82054,0,0,0
bank,BANK-1121,UTR-82120,950111,INR,2026-08-11T13:11:00Z,credit,credited,,,SETL_221,UTR82120,0,0,0
bank,BANK-1175,UTR-82174,46391,INR,2026-08-22T20:22:00Z,credit,credited,,,SETL_275,UTR82174,0,0,0
bank,BANK-1353,UTR-88002,3719584,INR,2026-08-11T18:14:00Z,credit,credited,,,SETL_453,UTR88002,0,0,0
bank,BANK-1102,UTR-82101,813774,INR,2026-08-08T17:38:00Z,credit,credited,,,SETL_202,UTR82101,0,0,0
bank,BANK-1464,UTR-95011B,24851,INR,2026-08-24T12:15:00Z,credit,credited,,,SETL_564,UTR95011B,0,0,0
bank,BANK-1059,UTR-82058,140466,INR,2026-08-04T22:22:00Z,credit,credited,,,SETL_159,UTR82058,0,0,0
bank,BANK-1169,UTR-82168,357670,INR,2026-08-25T08:57:00Z,credit,credited,,,SETL_269,UTR82168,0,0,0
bank,BANK-1282,UTR-82281,1715428,INR,2026-08-12T13:06:00Z,credit,credited,,,SETL_382,UTR82281,0,0,0
bank,BANK-1206,UTR-82205,22458,INR,2026-08-23T18:56:00Z,credit,credited,,,SETL_306,UTR82205,0,0,0
bank,BANK-1049,UTR-82048,3520245,INR,2026-08-06T09:34:00Z,credit,credited,,,SETL_149,UTR82048,0,0,0
bank,BANK-1106,UTR-82105,898925,INR,2026-08-21T14:42:00Z,credit,credited,,,SETL_206,UTR82105,0,0,0
bank,BANK-1166,UTR-82165,464646,INR,2026-08-08T11:33:00Z,credit,credited,,,SETL_266,UTR82165,0,0,0
bank,BANK-1311,NEFT85010,91916,INR,2026-08-24T14:19:00Z,credit,credited,,,SETL_411,NEFT85010,0,0,0
bank,BANK-1228,UTR-82227,65592,INR,2026-08-14T17:27:00Z,credit,credited,,,SETL_328,UTR82227,0,0,0
bank,BANK-1436,UTR-93020,289519,INR,2026-08-20T16:26:00Z,credit,credited,,,SETL_536,UTR93020,0,0,0
bank,BANK-1218,UTR-82217,4010905,INR,2026-08-03T09:47:00Z,credit,credited,,,SETL_318,UTR82217,0,0,0
bank,BANK-1254,UTR-82253,4381023,INR,2026-08-27T17:51:00Z,credit,credited,,,SETL_354,UTR82253,0,0,0
bank,BANK-1126,UTR-82125,4298286,INR,2026-08-12T09:15:00Z,credit,credited,,,SETL_226,UTR82125,0,0,0
bank,BANK-1271,UTR-82270,33736,INR,2026-08-19T13:04:00Z,credit,credited,,,SETL_371,UTR82270,0,0,0
bank,BANK-1022,UTR-82021,43472,INR,2026-08-20T22:06:00Z,credit,credited,,,SETL_122,UTR82021,0,0,0
bank,BANK-1263,UTR-82262,2600006,INR,2026-08-14T11:24:00Z,credit,credited,,,SETL_363,UTR82262,0,0,0
bank,BANK-1390,UTR-88039,4140191,INR,2026-08-14T11:19:00Z,credit,credited,,,SETL_490,UTR88039,0,0,0
bank,BANK-1393,UTR-91002,2386889,INR,2026-08-24T14:50:00Z,credit,credited,,,SETL_493,UTR91002,0,0,0
bank,BANK-1021,UTR-82020,445923,INR,2026-08-16T10:29:00Z,credit,credited,,,SETL_121,UTR82020,0,0,0
bank,BANK-1460,UTR-95009B,1648016,INR,2026-08-04T19:29:00Z,credit,credited,,,SETL_560,UTR95009B,0,0,0
bank,BANK-1007,UTR-82006,2385008,INR,2026-08-12T20:02:00Z,credit,credited,,,SETL_107,UTR82006,0,0,0
bank,BANK-1079,UTR-82078,28622,INR,2026-08-18T17:54:00Z,credit,credited,,,SETL_179,UTR82078,0,0,0
bank,BANK-1416,UTR-93000,3834361,INR,2026-08-08T09:58:00Z,credit,credited,,,SETL_516,UTR93000,0,0,0
bank,BANK-1472,UTR-95015B,31391,INR,2026-08-07T20:15:00Z,credit,credited,,,SETL_572,UTR95015B,0,0,0
bank,BANK-1383,UTR-88032,38265,INR,2026-08-14T15:43:00Z,credit,credited,,,SETL_483,UTR88032,0,0,0
bank,BANK-1083,UTR-82082,564980,INR,2026-08-25T16:35:00Z,credit,credited,,,SETL_183,UTR82082,0,0,0
bank,BANK-1301,NEFT85000,80319,INR,2026-08-27T10:27:00Z,credit,credited,,,SETL_401,NEFT85000,0,0,0
bank,BANK-1465,UTR-95012A,964599,INR,2026-08-16T20:24:00Z,credit,credited,,,SETL_565,UTR95012A,0,0,0
bank,BANK-1231,UTR-82230,543699,INR,2026-08-20T09:25:00Z,credit,credited,,,SETL_331,UTR82230,0,0,0
bank,BANK-1375,UTR-88024,1817585,INR,2026-08-23T15:05:00Z,credit,credited,,,SETL_475,UTR88024,0,0,0
bank,BANK-1246,UTR-82245,1363433,INR,2026-08-25T14:18:00Z,credit,credited,,,SETL_346,UTR82245,0,0,0
bank,BANK-1376,UTR-88025,1516754,INR,2026-08-17T15:36:00Z,credit,credited,,,SETL_476,UTR88025,0,0,0
bank,BANK-1368,UTR-88017,411757,INR,2026-08-26T16:59:00Z,credit,credited,,,SETL_468,UTR88017,0,0,0
bank,BANK-1256,UTR-82255,4057682,INR,2026-08-17T11:34:00Z,credit,credited,,,SETL_356,UTR82255,0,0,0
bank,BANK-1186,UTR-82185,87842,INR,2026-08-24T21:29:00Z,credit,credited,,,SETL_286,UTR82185,0,0,0
bank,BANK-1080,UTR-82079,4605413,INR,2026-08-22T11:45:00Z,credit,credited,,,SETL_180,UTR82079,0,0,0
bank,BANK-1090,UTR-82089,309404,INR,2026-08-15T22:49:00Z,credit,credited,,,SETL_190,UTR82089,0,0,0
bank,BANK-1486,UTR-95022B,1752365,INR,2026-08-08T13:19:00Z,credit,credited,,,SETL_586,UTR95022B,0,0,0
bank,BANK-1148,UTR-82147,3556541,INR,2026-08-11T19:10:00Z,credit,credited,,,SETL_248,UTR82147,0,0,0
bank,BANK-1402,UTR-91011,3451617,INR,2026-08-09T14:58:00Z,credit,credited,,,SETL_502,UTR91011,0,0,0
bank,BANK-1219,UTR-82218,527478,INR,2026-08-09T13:19:00Z,credit,credited,,,SETL_319,UTR82218,0,0,0
bank,BANK-1450,UTR-95004B,219342,INR,2026-08-24T17:08:00Z,credit,credited,,,SETL_550,UTR95004B,0,0,0
bank,BANK-1407,UTR-91016,253683,INR,2026-08-10T14:36:00Z,credit,credited,,,SETL_507,UTR91016,0,0,0
bank,BANK-1473,UTR-95016A,56354,INR,2026-08-23T17:02:00Z,credit,credited,,,SETL_573,UTR95016A,0,0,0
bank,BANK-1470,UTR-95014B,1075790,INR,2026-08-05T20:23:00Z,credit,credited,,,SETL_570,UTR95014B,0,0,0
bank,BANK-1373,UTR-88022,19761,INR,2026-08-21T22:32:00Z,credit,credited,,,SETL_473,UTR88022,0,0,0
bank,BANK-1285,UTR-82284,2100792,INR,2026-08-05T09:42:00Z,credit,credited,,,SETL_385,UTR82284,0,0,0
bank,BANK-1446,UTR-95002B,291602,INR,2026-08-07T10:19:00Z,credit,credited,,,SETL_546,UTR95002B,0,0,0
bank,BANK-1174,UTR-82173,3294060,INR,2026-08-28T19:03:00Z,credit,credited,,,SETL_274,UTR82173,0,0,0
bank,BANK-1264,UTR-82263,327530,INR,2026-08-07T21:45:00Z,credit,credited,,,SETL_364,UTR82263,0,0,0
bank,BANK-1466,UTR-95012B,643067,INR,2026-08-17T20:24:00Z,credit,credited,,,SETL_566,UTR95012B,0,0,0
bank,BANK-1329,NEFT85028,2620209,INR,2026-08-04T08:02:00Z,credit,credited,,,SETL_429,NEFT85028,0,0,0
bank,BANK-1002,UTR-82001,4009671,INR,2026-08-05T17:27:00Z,credit,credited,,,SETL_102,UTR82001,0,0,0
bank,BANK-1138,UTR-82137,51016,INR,2026-08-05T11:43:00Z,credit,credited,,,SETL_238,UTR82137,0,0,0
bank,BANK-1084,UTR-82083,4314112,INR,2026-08-20T14:53:00Z,credit,credited,,,SETL_184,UTR82083,0,0,0
bank,BANK-1129,UTR-82128,48846,INR,2026-08-22T19:06:00Z,credit,credited,,,SETL_229,UTR82128,0,0,0
bank,BANK-1009,UTR-82008,83653,INR,2026-08-05T18:14:00Z,credit,credited,,,SETL_109,UTR82008,0,0,0
bank,BANK-1253,UTR-82252,4565507,INR,2026-08-07T17:24:00Z,credit,credited,,,SETL_353,UTR82252,0,0,0
bank,BANK-1057,UTR-82056,2727915,INR,2026-08-03T09:04:00Z,credit,credited,,,SETL_157,UTR82056,0,0,0
bank,BANK-1240,UTR-82239,705877,INR,2026-08-17T17:35:00Z,credit,credited,,,SETL_340,UTR82239,0,0,0
bank,BANK-1248,UTR-82247,3663154,INR,2026-08-24T14:08:00Z,credit,credited,,,SETL_348,UTR82247,0,0,0
bank,BANK-1015,UTR-82014,4565405,INR,2026-08-14T11:41:00Z,credit,credited,,,SETL_115,UTR82014,0,0,0
bank,BANK-1063,UTR-82062,95498,INR,2026-08-11T10:50:00Z,credit,credited,,,SETL_163,UTR82062,0,0,0
bank,BANK-1118,UTR-82117,817244,INR,2026-08-12T12:14:00Z,credit,credited,,,SETL_218,UTR82117,0,0,0
bank,BANK-1135,UTR-82134,27969,INR,2026-08-13T17:47:00Z,credit,credited,,,SETL_235,UTR82134,0,0,0
bank,BANK-1140,UTR-82139,628972,INR,2026-08-12T10:37:00Z,credit,credited,,,SETL_240,UTR82139,0,0,0
bank,BANK-1303,NEFT85002,2297800,INR,2026-08-10T13:33:00Z,credit,credited,,,SETL_403,NEFT85002,0,0,0
bank,BANK-1289,UTR-82288,558285,INR,2026-08-14T15:48:00Z,credit,credited,,,SETL_389,UTR82288,0,0,0
bank,BANK-1442,UTR-95000B,152072,INR,2026-08-19T20:04:00Z,credit,credited,,,SETL_542,UTR95000B,0,0,0
bank,BANK-1362,UTR-88011,92732,INR,2026-08-05T19:21:00Z,credit,credited,,,SETL_462,UTR88011,0,0,0
bank,BANK-1211,UTR-82210,3378161,INR,2026-08-20T13:42:00Z,credit,credited,,,SETL_311,UTR82210,0,0,0
bank,BANK-1195,UTR-82194,4109963,INR,2026-08-09T17:13:00Z,credit,credited,,,SETL_295,UTR82194,0,0,0
bank,BANK-1249,UTR-82248,2519022,INR,2026-08-13T21:08:00Z,credit,credited,,,SETL_349,UTR82248,0,0,0
bank,BANK-1222,UTR-82221,1859224,INR,2026-08-06T13:27:00Z,credit,credited,,,SETL_322,UTR82221,0,0,0
bank,BANK-1041,UTR-82040,900395,INR,2026-08-13T14:44:00Z,credit,credited,,,SETL_141,UTR82040,0,0,0
bank,BANK-1016,UTR-82015,60397,INR,2026-08-12T10:15:00Z,credit,credited,,,SETL_116,UTR82015,0,0,0
bank,BANK-1377,UTR-88026,571037,INR,2026-08-28T08:25:00Z,credit,credited,,,SETL_477,UTR88026,0,0,0
bank,BANK-1455,UTR-95007A,43561,INR,2026-08-13T14:17:00Z,credit,credited,,,SETL_555,UTR95007A,0,0,0
bank,BANK-1043,UTR-82042,1181749,INR,2026-08-18T16:58:00Z,credit,credited,,,SETL_143,UTR82042,0,0,0
bank,BANK-1224,UTR-82223,2595129,INR,2026-08-05T08:13:00Z,credit,credited,,,SETL_324,UTR82223,0,0,0
bank,BANK-1123,UTR-82122,750710,INR,2026-08-07T21:00:00Z,credit,credited,,,SETL_223,UTR82122,0,0,0
bank,BANK-1099,UTR-82098,12245,INR,2026-08-14T11:41:00Z,credit,credited,,,SETL_199,UTR82098,0,0,0
bank,BANK-1229,UTR-82228,91688,INR,2026-08-15T08:20:00Z,credit,credited,,,SETL_329,UTR82228,0,0,0
bank,BANK-1361,UTR-88010,74294,INR,2026-08-08T13:10:00Z,credit,credited,,,SETL_461,UTR88010,0,0,0
bank,BANK-1284,UTR-82283,803842,INR,2026-08-18T08:46:00Z,credit,credited,,,SETL_384,UTR82283,0,0,0
bank,BANK-1448,UTR-95003B,934774,INR,2026-08-16T20:55:00Z,credit,credited,,,SETL_548,UTR95003B,0,0,0
bank,BANK-1418,UTR-93002,371295,INR,2026-08-14T14:29:00Z,credit,credited,,,SETL_518,UTR93002,0,0,0
bank,BANK-1047,UTR-82046,3719142,INR,2026-08-14T11:16:00Z,credit,credited,,,SETL_147,UTR82046,0,0,0
bank,BANK-1388,UTR-88037,855828,INR,2026-08-18T11:34:00Z,credit,credited,,,SETL_488,UTR88037,0,0,0
bank,BANK-1096,UTR-82095,20508,INR,2026-08-18T10:03:00Z,credit,credited,,,SETL_196,UTR82095,0,0,0
bank,BANK-1183,UTR-82182,21322,INR,2026-08-12T16:07:00Z,credit,credited,,,SETL_283,UTR82182,0,0,0
bank,BANK-1278,UTR-82277,4061367,INR,2026-08-09T12:22:00Z,credit,credited,,,SETL_378,UTR82277,0,0,0
bank,BANK-1113,UTR-82112,2121691,INR,2026-08-25T22:17:00Z,credit,credited,,,SETL_213,UTR82112,0,0,0
bank,BANK-1205,UTR-82204,709267,INR,2026-08-18T16:38:00Z,credit,credited,,,SETL_305,UTR82204,0,0,0
bank,BANK-1194,UTR-82193,16238,INR,2026-08-07T20:36:00Z,credit,credited,,,SETL_294,UTR82193,0,0,0
bank,BANK-1044,UTR-82043,17044,INR,2026-08-05T17:04:00Z,credit,credited,,,SETL_144,UTR82043,0,0,0
bank,BANK-1225,UTR-82224,883276,INR,2026-08-12T13:07:00Z,credit,credited,,,SETL_325,UTR82224,0,0,0
bank,BANK-1468,UTR-95013B,222964,INR,2026-08-22T14:34:00Z,credit,credited,,,SETL_568,UTR95013B,0,0,0
bank,BANK-1266,UTR-82265,69801,INR,2026-08-05T08:16:00Z,credit,credited,,,SETL_366,UTR82265,0,0,0
bank,BANK-1350,NEFT85049,395014,INR,2026-08-25T09:22:00Z,credit,credited,,,SETL_450,NEFT85049,0,0,0
bank,BANK-1367,UTR-88016,2448881,INR,2026-08-11T08:42:00Z,credit,credited,,,SETL_467,UTR88016,0,0,0
bank,BANK-1110,UTR-82109,4358046,INR,2026-08-21T12:20:00Z,credit,credited,,,SETL_210,UTR82109,0,0,0
bank,BANK-1081,UTR-82080,73035,INR,2026-08-23T19:00:00Z,credit,credited,,,SETL_181,UTR82080,0,0,0
bank,BANK-1453,UTR-95006A,303222,INR,2026-08-26T19:40:00Z,credit,credited,,,SETL_553,UTR95006A,0,0,0
bank,BANK-1075,UTR-82074,2736930,INR,2026-08-23T18:20:00Z,credit,credited,,,SETL_175,UTR82074,0,0,0
bank,BANK-1209,UTR-82208,253916,INR,2026-08-05T09:53:00Z,credit,credited,,,SETL_309,UTR82208,0,0,0
bank,BANK-1045,UTR-82044,4832537,INR,2026-08-10T17:38:00Z,credit,credited,,,SETL_145,UTR82044,0,0,0
bank,BANK-1226,UTR-82225,73420,INR,2026-08-07T14:34:00Z,credit,credited,,,SETL_326,UTR82225,0,0,0
bank,BANK-1252,UTR-82251,19640,INR,2026-08-19T20:34:00Z,credit,credited,,,SETL_352,UTR82251,0,0,0
bank,BANK-1119,UTR-82118,1466015,INR,2026-08-20T20:44:00Z,credit,credited,,,SETL_219,UTR82118,0,0,0
bank,BANK-1408,UTR-91017,3657228,INR,2026-08-13T12:48:00Z,credit,credited,,,SETL_508,UTR91017,0,0,0
bank,BANK-1202,UTR-82201,68384,INR,2026-08-19T21:25:00Z,credit,credited,,,SETL_302,UTR82201,0,0,0
bank,BANK-1270,UTR-82269,28139,INR,2026-08-23T13:15:00Z,credit,credited,,,SETL_370,UTR82269,0,0,0
bank,BANK-1060,UTR-82059,97055,INR,2026-08-15T20:35:00Z,credit,credited,,,SETL_160,UTR82059,0,0,0
bank,BANK-1302,NEFT85001,74120,INR,2026-08-19T10:19:00Z,credit,credited,,,SETL_402,NEFT85001,0,0,0
bank,BANK-1381,UTR-88030,556866,INR,2026-08-16T09:43:00Z,credit,credited,,,SETL_481,UTR88030,0,0,0
bank,BANK-1475,UTR-95017A,2250518,INR,2026-08-15T20:21:00Z,credit,credited,,,SETL_575,UTR95017A,0,0,0
bank,BANK-1261,UTR-82260,46246,INR,2026-08-11T15:57:00Z,credit,credited,,,SETL_361,UTR82260,0,0,0
bank,BANK-1221,UTR-82220,181167,INR,2026-08-25T14:31:00Z,credit,credited,,,SETL_321,UTR82220,0,0,0
bank,BANK-1386,UTR-88035,88463,INR,2026-08-11T11:04:00Z,credit,credited,,,SETL_486,UTR88035,0,0,0
bank,BANK-1039,UTR-82038,21701,INR,2026-08-09T14:31:00Z,credit,credited,,,SETL_139,UTR82038,0,0,0
bank,BANK-1127,UTR-82126,2680766,INR,2026-08-22T20:39:00Z,credit,credited,,,SETL_227,UTR82126,0,0,0
bank,BANK-1190,UTR-82189,768169,INR,2026-08-22T14:17:00Z,credit,credited,,,SETL_290,UTR82189,0,0,0
bank,BANK-1147,UTR-82146,659948,INR,2026-08-18T22:44:00Z,credit,credited,,,SETL_247,UTR82146,0,0,0
bank,BANK-1029,UTR-82028,785333,INR,2026-08-18T22:33:00Z,credit,credited,,,SETL_129,UTR82028,0,0,0
bank,BANK-1023,UTR-82022,91537,INR,2026-08-07T13:48:00Z,credit,credited,,,SETL_123,UTR82022,0,0,0
bank,BANK-1374,UTR-88023,83058,INR,2026-08-15T21:33:00Z,credit,credited,,,SETL_474,UTR88023,0,0,0
bank,BANK-1456,UTR-95007B,29042,INR,2026-08-14T14:17:00Z,credit,credited,,,SETL_556,UTR95007B,0,0,0
bank,BANK-1001,UTR-82000,1078827,INR,2026-08-11T11:14:00Z,credit,credited,,,SETL_101,UTR82000,0,0,0
bank,BANK-1360,UTR-88009,2837105,INR,2026-08-21T16:31:00Z,credit,credited,,,SETL_460,UTR88009,0,0,0
bank,BANK-1273,UTR-82272,904951,INR,2026-08-10T19:42:00Z,credit,credited,,,SETL_373,UTR82272,0,0,0
bank,BANK-1426,UTR-93010,4057122,INR,2026-08-05T12:10:00Z,credit,credited,,,SETL_526,UTR93010,0,0,0
bank,BANK-1276,UTR-82275,162244,INR,2026-08-04T12:12:00Z,credit,credited,,,SETL_376,UTR82275,0,0,0
bank,BANK-1054,UTR-82053,1838996,INR,2026-08-14T11:43:00Z,credit,credited,,,SETL_154,UTR82053,0,0,0
bank,BANK-1279,UTR-82278,93685,INR,2026-08-15T14:56:00Z,credit,credited,,,SETL_379,UTR82278,0,0,0
bank,BANK-1310,NEFT85009,751858,INR,2026-08-23T16:18:00Z,credit,credited,,,SETL_410,NEFT85009,0,0,0
bank,BANK-1011,UTR-82010,30581,INR,2026-08-24T12:44:00Z,credit,credited,,,SETL_111,UTR82010,0,0,0
bank,BANK-1333,NEFT85032,2982478,INR,2026-08-21T12:30:00Z,credit,credited,,,SETL_433,NEFT85032,0,0,0
bank,BANK-1076,UTR-82075,66303,INR,2026-08-19T15:50:00Z,credit,credited,,,SETL_176,UTR82075,0,0,0
bank,BANK-1105,UTR-82104,811447,INR,2026-08-24T17:51:00Z,credit,credited,,,SETL_205,UTR82104,0,0,0
bank,BANK-1181,UTR-82180,861990,INR,2026-08-06T15:04:00Z,credit,credited,,,SETL_281,UTR82180,0,0,0
bank,BANK-1092,UTR-82091,4037714,INR,2026-08-20T20:38:00Z,credit,credited,,,SETL_192,UTR82091,0,0,0
bank,BANK-1419,UTR-93003,82060,INR,2026-08-24T21:54:00Z,credit,credited,,,SETL_519,UTR93003,0,0,0
bank,BANK-1230,UTR-82229,4383811,INR,2026-08-14T09:27:00Z,credit,credited,,,SETL_330,UTR82229,0,0,0
bank,BANK-1268,UTR-82267,46636,INR,2026-08-05T11:26:00Z,credit,credited,,,SETL_368,UTR82267,0,0,0
bank,BANK-1200,UTR-82199,556597,INR,2026-08-20T17:06:00Z,credit,credited,,,SETL_300,UTR82199,0,0,0
bank,BANK-1052,UTR-82051,934216,INR,2026-08-24T09:56:00Z,credit,credited,,,SETL_152,UTR82051,0,0,0
bank,BANK-1227,UTR-82226,4389251,INR,2026-08-14T09:25:00Z,credit,credited,,,SETL_327,UTR82226,0,0,0
bank,BANK-1051,UTR-82050,2770906,INR,2026-08-25T12:39:00Z,credit,credited,,,SETL_151,UTR82050,0,0,0
bank,BANK-1297,UTR-82296,2454386,INR,2026-08-21T13:29:00Z,credit,credited,,,SETL_397,UTR82296,0,0,0
bank,BANK-1427,UTR-93011,343879,INR,2026-08-20T13:24:00Z,credit,credited,,,SETL_527,UTR93011,0,0,0
