source,source_record_id,source_reference,amount_minor,currency,event_time,transaction_type,status,payment_id,order_id,settlement_id,utr,fee_minor,tax_minor,adjustment_minor
razorpay,pay_0001107,PAY-82106,630538,INR,2026-08-02T21:26:00Z,payment,captured,pay_0001107,order_0000106,SETL_207,,12610,2269,0
razorpay,pay_0001069,PAY-82068,3542624,INR,2026-08-05T14:57:00Z,payment,captured,pay_0001069,order_0000068,SETL_169,,70852,12753,0
razorpay,pay_0001079,PAY-82078,29313,INR,2026-08-17T17:54:00Z,payment,captured,pay_0001079,order_0000078,SETL_179,,586,105,0
razorpay,pay_0001183,PAY-93007,60140,INR,2026-08-20T10:14:00Z,payment,captured,pay_0001183,order_fee_7,SETL_273,,1202,216,13
razorpay,pay_0001184,PAY-93008,768891,INR,2026-08-23T08:57:00Z,payment,captured,pay_0001184,order_fee_8,SETL_274,,15377,2767,-18
razorpay,pay_0001204,PAY-99004,50000,INR,2026-08-22T12:53:00Z,payment,captured,pay_0001204,order_ambig_4,SETL_304,,1000,180,0
razorpay,pay_0001099,PAY-82098,12540,INR,2026-08-13T11:41:00Z,payment,captured,pay_0001099,order_0000098,SETL_199,,250,45,0
razorpay,pay_0001179,PAY-93003,47667,INR,2026-08-05T20:40:00Z,payment,captured,pay_0001179,order_fee_3,SETL_269,,953,171,5
razorpay,pay_0001098,PAY-82097,888539,INR,2026-08-10T21:05:00Z,payment,captured,pay_0001098,order_0000097,SETL_198,,17770,3198,0
razorpay,pay_0001113,PAY-82112,2172972,INR,2026-08-24T22:17:00Z,payment,captured,pay_0001113,order_0000112,SETL_213,,43459,7822,0
razorpay,pay_0001130,PAY-85009,572398,INR,2026-08-11T21:37:00Z,payment,captured,pay_0001130,order_ref_9,SETL_230,,11447,2060,0
razorpay,pay_0001138,PAY-85017,779094,INR,2026-08-06T09:03:00Z,payment,captured,pay_0001138,order_ref_17,SETL_238,,15581,2804,0
razorpay,pay_0001149,PAY-88008,1004827,INR,2026-08-19T15:26:00Z,payment,captured,pay_0001149,order_drift_8,SETL_249,,20096,3617,0
razorpay,pay_0001020,PAY-82019,79352,INR,2026-08-23T19:07:00Z,payment,captured,pay_0001020,order_0000019,SETL_120,,1587,285,0
razorpay,pay_0001048,PAY-82047,804318,INR,2026-08-16T13:59:00Z,payment,captured,pay_0001048,order_0000047,SETL_148,,16086,2895,0
razorpay,pay_0001143,PAY-88002,4609269,INR,2026-08-20T08:48:00Z,payment,captured,pay_0001143,order_drift_2,SETL_243,,92185,16593,0
razorpay,pay_0001076,PAY-82075,67905,INR,2026-08-18T15:50:00Z,payment,captured,pay_0001076,order_0000075,SETL_176,,1358,244,0
razorpay,pay_0001120,PAY-82119,326895,INR,2026-08-10T19:37:00Z,payment,captured,pay_0001120,order_0000119,SETL_220,,6537,1176,0
razorpay,pay_0001041,PAY-82040,922157,INR,2026-08-11T14:44:00Z,payment,captured,pay_0001041,order_0000040,SETL_141,,18443,3319,0
razorpay,pay_0001188,PAY-95002,476395,INR,2026-08-24T12:01:00Z,payment,captured,pay_0001188,order_partial_2,"SETL_280,SETL_281",,9527,1714,0
razorpay,pay_0001168,PAY-91006,433632,INR,2026-08-24T22:51:00Z,payment,captured,pay_0001168,order_dup_6,SETL_262,,8672,1560,0
razorpay,pay_0001121,PAY-85000,973074,INR,2026-08-09T13:11:00Z,payment,captured,pay_0001121,order_ref_0,SETL_221,,19461,3502,0
razorpay,pay_0001096,PAY-82095,21003,INR,2026-08-16T10:03:00Z,payment,captured,pay_0001096,order_0000095,SETL_196,,420,75,0
razorpay,pay_0001044,PAY-82043,17455,INR,2026-08-04T17:04:00Z,payment,captured,pay_0001044,order_0000043,SETL_144,,349,62,0
razorpay,pay_0001171,PAY-91007,4323539,INR,2026-08-06T15:05:00Z,payment,captured,pay_0001171,order_dup_7,SETL_263,,86470,15564,0
razorpay,pay_0001192,PAY-95006,3842750,INR,2026-08-26T18:43:00Z,payment,captured,pay_0001192,order_partial_6,"SETL_288,SETL_289",,76855,13833,0
razorpay,pay_0001058,PAY-82057,137778,INR,2026-08-20T16:09:00Z,payment,captured,pay_0001058,order_0000057,SETL_158,,2755,495,0
razorpay,pay_0001136,PAY-85015,69510,INR,2026-08-10T20:50:00Z,payment,captured,pay_0001136,order_ref_15,SETL_236,,1390,250,0
razorpay,pay_0001134,PAY-85013,2889549,INR,2026-08-21T15:18:00Z,payment,captured,pay_0001134,order_ref_13,SETL_234,,57790,10402,0
razorpay,pay_0001103,PAY-82102,1453399,INR,2026-08-02T22:19:00Z,payment,captured,pay_0001103,order_0000102,SETL_203,,29067,5232,0
razorpay,pay_0001089,PAY-82088,167348,INR,2026-08-12T16:29:00Z,payment,captured,pay_0001089,order_0000088,SETL_189,,3346,602,0
razorpay,pay_0001084,PAY-82083,4418385,INR,2026-08-18T14:53:00Z,payment,captured,pay_0001084,order_0000083,SETL_184,,88367,15906,0
razorpay,pay_0001015,PAY-82014,4675752,INR,2026-08-12T11:41:00Z,payment,captured,pay_0001015,order_0000014,SETL_115,,93515,16832,0
razorpay,pay_0001090,PAY-82089,316881,INR,2026-08-14T22:49:00Z,payment,captured,pay_0001090,order_0000089,SETL_190,,6337,1140,0
razorpay,pay_0001194,PAY-95008,134985,INR,2026-08-25T10:05:00Z,payment,captured,pay_0001194,order_partial_8,"SETL_292,SETL_293",,2699,485,0
razorpay,pay_0001191,PAY-95005,736553,INR,2026-08-09T18:12:00Z,payment,captured,pay_0001191,order_partial_5,"SETL_286,SETL_287",,14731,2651,0
razorpay,pay_0001111,PAY-82110,392477,INR,2026-08-09T20:29:00Z,payment,captured,pay_0001111,order_0000110,SETL_211,,7849,1412,0
razorpay,pay_0001156,PAY-91000,82255,INR,2026-08-21T16:47:00Z,payment,captured,pay_0001156,order_dup_0,SETL_256,,1645,296,0
razorpay,pay_0001059,PAY-82058,143860,INR,2026-08-03T22:22:00Z,payment,captured,pay_0001059,order_0000058,SETL_159,,2877,517,0
razorpay,pay_0001159,PAY-91001,389666,INR,2026-08-12T22:59:00Z,payment,captured,pay_0001159,order_dup_1,SETL_257,,7793,1402,0
razorpay,pay_0001172,PAY-91008,75836,INR,2026-08-16T09:33:00Z,payment,captured,pay_0001172,order_dup_8,SETL_264,,1516,272,0
razorpay,pay_0001077,PAY-82076,2190286,INR,2026-08-23T18:39:00Z,payment,captured,pay_0001077,order_0000076,SETL_177,,43805,7884,0
razorpay,pay_0001186,PAY-95000,413685,INR,2026-08-24T12:29:00Z,payment,captured,pay_0001186,order_partial_0,"SETL_276,SETL_277",,8273,1489,0
razorpay,pay_0001112,PAY-82111,130094,INR,2026-08-07T15:13:00Z,payment,captured,pay_0001112,order_0000111,SETL_212,,2601,468,0
razorpay,pay_0001133,PAY-85012,20641,INR,2026-08-19T09:10:00Z,payment,captured,pay_0001133,order_ref_12,SETL_233,,412,74,0
razorpay,pay_0001160,PAY-91002,960408,INR,2026-08-25T12:53:00Z,payment,captured,pay_0001160,order_dup_2,SETL_258,,19208,3457,0
razorpay,pay_0001075,PAY-82074,2803081,INR,2026-08-21T18:20:00Z,payment,captured,pay_0001075,order_0000074,SETL_175,,56061,10090,0
razorpay,pay_0001082,PAY-82081,1737722,INR,2026-08-18T15:03:00Z,payment,captured,pay_0001082,order_0000081,SETL_182,,34754,6255,0
razorpay,pay_0001080,PAY-82079,4716727,INR,2026-08-20T11:45:00Z,payment,captured,pay_0001080,order_0000079,SETL_180,,94334,16980,0
razorpay,pay_0001036,PAY-82035,522179,INR,2026-08-05T11:12:00Z,payment,captured,pay_0001036,order_0000035,SETL_136,,10443,1879,0
razorpay,pay_0001157,PAY-91000,82255,INR,2026-08-21T16:50:00Z,payment,captured,pay_0001157,order_dup_0,SETL_256,,1645,296,0
razorpay,pay_0001203,PAY-99003_2,50000,INR,2026-08-20T22:46:00Z,payment,captured,pay_0001203,order_ambig_3,SETL_303,,1000,180,0
razorpay,pay_0001019,PAY-82018,99192,INR,2026-08-14T14:38:00Z,payment,captured,pay_0001019,order_0000018,SETL_119,,1983,356,0
razorpay,pay_0001141,PAY-88000,3099132,INR,2026-08-17T15:05:00Z,payment,captured,pay_0001141,order_drift_0,SETL_241,,61982,11156,0
razorpay,pay_0001042,PAY-82041,30289,INR,2026-08-03T17:47:00Z,payment,captured,pay_0001042,order_0000041,SETL_142,,605,108,0
razorpay,pay_0001011,PAY-82010,31319,INR,2026-08-23T12:44:00Z,payment,captured,pay_0001011,order_0000010,SETL_111,,626,112,0
razorpay,pay_0001010,PAY-82009,20458,INR,2026-08-14T12:29:00Z,payment,captured,pay_0001010,order_0000009,SETL_110,,409,73,0
razorpay,pay_0001131,PAY-85010,3385004,INR,2026-08-03T17:47:00Z,payment,captured,pay_0001131,order_ref_10,SETL_231,,67700,12186,0
razorpay,pay_0001150,PAY-88009,2517412,INR,2026-08-26T15:40:00Z,payment,captured,pay_0001150,order_drift_9,SETL_250,,50348,9062,0
razorpay,pay_0001174,PAY-91009,857537,INR,2026-08-22T10:04:00Z,payment,captured,pay_0001174,order_dup_9,SETL_265,,17150,3087,0
razorpay,pay_0001144,PAY-88003,85529,INR,2026-08-17T16:41:00Z,payment,captured,pay_0001144,order_drift_3,SETL_244,,1710,307,0
razorpay,pay_0001088,PAY-82087,80798,INR,2026-08-09T14:44:00Z,payment,captured,pay_0001088,order_0000087,SETL_188,,1615,290,0
razorpay,pay_0001181,PAY-93005,407618,INR,2026-08-06T11:33:00Z,payment,captured,pay_0001181,order_fee_5,SETL_271,,8152,1467,5
razorpay,pay_0001052,PAY-82051,956795,INR,2026-08-23T09:56:00Z,payment,captured,pay_0001052,order_0000051,SETL_152,,19135,3444,0
razorpay,pay_0001109,PAY-82108,3188364,INR,2026-08-10T17:51:00Z,payment,captured,pay_0001109,order_0000108,SETL_209,,63767,11478,0
razorpay,pay_0001062,PAY-82061,1752293,INR,2026-08-12T20:59:00Z,payment,captured,pay_0001062,order_0000061,SETL_162,,35045,6308,0
razorpay,pay_0001008,PAY-82007,230889,INR,2026-08-04T16:18:00Z,payment,captured,pay_0001008,order_0000007,SETL_108,,4617,831,0
razorpay,pay_0001167,PAY-91005,2001623,INR,2026-08-14T12:01:00Z,payment,captured,pay_0001167,order_dup_5,SETL_261,,40032,7205,0
razorpay,pay_0001124,PAY-85003,74340,INR,2026-08-20T12:30:00Z,payment,captured,pay_0001124,order_ref_3,SETL_224,,1486,267,0
razorpay,pay_0001148,PAY-88007,192337,INR,2026-08-12T09:49:00Z,payment,captured,pay_0001148,order_drift_7,SETL_248,,3846,692,0
razorpay,pay_0001118,PAY-82117,836996,INR,2026-08-11T12:14:00Z,payment,captured,pay_0001118,order_0000117,SETL_218,,16739,3013,0
razorpay,pay_0001078,PAY-82077,22240,INR,2026-08-23T12:14:00Z,payment,captured,pay_0001078,order_0000077,SETL_178,,444,79,0
razorpay,pay_0001012,PAY-82011,1717807,INR,2026-08-25T11:10:00Z,payment,captured,pay_0001012,order_0000011,SETL_112,,34356,6184,0
razorpay,pay_0001057,PAY-82056,2793848,INR,2026-08-02T09:04:00Z,payment,captured,pay_0001057,order_0000056,SETL_157,,55876,10057,0
razorpay,pay_0001129,PAY-85008,3500337,INR,2026-08-09T20:33:00Z,payment,captured,pay_0001129,order_ref_8,SETL_229,,70006,12601,0
razorpay,pay_0001116,PAY-82115,2696181,INR,2026-08-09T12:42:00Z,payment,captured,pay_0001116,order_0000115,SETL_216,,53923,9706,0
razorpay,pay_0001028,PAY-82027,4167811,INR,2026-08-24T11:45:00Z,payment,captured,pay_0001028,order_0000027,SETL_128,,83356,15004,0
razorpay,pay_0001132,PAY-85011,1871525,INR,2026-08-08T12:42:00Z,payment,captured,pay_0001132,order_ref_11,SETL_232,,37430,6737,0
razorpay,pay_0001196,PAY-99000,50000,INR,2026-08-11T15:07:00Z,payment,captured,pay_0001196,order_ambig_0,SETL_296,,1000,180,0
razorpay,pay_0001115,PAY-82114,777278,INR,2026-08-16T20:01:00Z,payment,captured,pay_0001115,order_0000114,SETL_215,,15545,2798,0
razorpay,pay_0001122,PAY-85001,3969644,INR,2026-08-06T12:02:00Z,payment,captured,pay_0001122,order_ref_1,SETL_222,,79392,14290,0
razorpay,pay_0001017,PAY-82016,4765742,INR,2026-08-14T13:14:00Z,payment,captured,pay_0001017,order_0000016,SETL_117,,95314,17156,0
razorpay,pay_0001030,PAY-82029,25860,INR,2026-08-12T08:37:00Z,payment,captured,pay_0001030,order_0000029,SETL_130,,517,93,0
razorpay,pay_0001135,PAY-85014,2208399,INR,2026-08-11T19:55:00Z,payment,captured,pay_0001135,order_ref_14,SETL_235,,44167,7950,0
razorpay,pay_0001108,PAY-82107,2519126,INR,2026-08-16T19:09:00Z,payment,captured,pay_0001108,order_0000107,SETL_208,,50382,9068,0
razorpay,pay_0001173,PAY-91008,75836,INR,2026-08-16T09:41:00Z,payment,captured,pay_0001173,order_dup_8,SETL_264,,1516,272,0
razorpay,pay_0001014,PAY-82013,17331,INR,2026-08-12T14:17:00Z,payment,captured,pay_0001014,order_0000013,SETL_114,,346,62,0
razorpay,pay_0001068,PAY-82067,33405,INR,2026-08-05T17:27:00Z,payment,captured,pay_0001068,order_0000067,SETL_168,,668,120,0
razorpay,pay_0001155,PAY-88014,839677,INR,2026-08-17T15:15:00Z,payment,captured,pay_0001155,order_drift_14,SETL_255,,16793,3022,0
razorpay,pay_0001005,PAY-82004,10851,INR,2026-08-24T14:21:00Z,payment,captured,pay_0001005,order_0000004,SETL_105,,217,39,0
razorpay,pay_0001083,PAY-82082,578634,INR,2026-08-23T16:35:00Z,payment,captured,pay_0001083,order_0000082,SETL_183,,11572,2082,0
razorpay,pay_0001197,PAY-99000_2,50000,INR,2026-08-11T16:07:00Z,payment,captured,pay_0001197,order_ambig_0,SETL_297,,1000,180,0
razorpay,pay_0001190,PAY-95004,735863,INR,2026-08-11T20:51:00Z,payment,captured,pay_0001190,order_partial_4,"SETL_284,SETL_285",,14717,2649,0
razorpay,pay_0001004,PAY-82003,835392,INR,2026-08-09T15:37:00Z,payment,captured,pay_0001004,order_0000003,SETL_104,,16707,3007,0
razorpay,pay_0001158,PAY-91001,389666,INR,2026-08-12T22:50:00Z,payment,captured,pay_0001158,order_dup_1,SETL_257,,7793,1402,0
razorpay,pay_0001007,PAY-82006,2442654,INR,2026-08-10T20:02:00Z,payment,captured,pay_0001007,order_0000006,SETL_107,,48853,8793,0
razorpay,pay_0001029,PAY-82028,804314,INR,2026-08-16T22:33:00Z,payment,captured,pay_0001029,order_0000028,SETL_129,,16086,2895,0
razorpay,pay_0001045,PAY-82044,4949340,INR,2026-08-09T17:38:00Z,payment,captured,pay_0001045,order_0000044,SETL_145,,98986,17817,0
razorpay,pay_0001065,PAY-82064,55830,INR,2026-08-09T08:42:00Z,payment,captured,pay_0001065,order_0000064,SETL_165,,1116,200,0
razorpay,pay_0001139,PAY-85018,2290217,INR,2026-08-25T21:36:00Z,payment,captured,pay_0001139,order_ref_18,SETL_239,,45804,8244,0
razorpay,pay_0001034,PAY-82033,922733,INR,2026-08-08T09:06:00Z,payment,captured,pay_0001034,order_0000033,SETL_134,,18454,3321,0
razorpay,pay_0001163,PAY-91003,86011,INR,2026-08-16T16:36:00Z,payment,captured,pay_0001163,order_dup_3,SETL_259,,1720,309,0
razorpay,pay_0001187,PAY-95001,308894,INR,2026-08-05T11:24:00Z,payment,captured,pay_0001187,order_partial_1,"SETL_278,SETL_279",,6177,1111,0
razorpay,pay_0001001,PAY-82000,1104902,INR,2026-08-10T11:14:00Z,payment,captured,pay_0001001,order_0000000,SETL_101,,22098,3977,0
razorpay,pay_0001178,PAY-93002,1150571,INR,2026-08-09T18:43:00Z,payment,captured,pay_0001178,order_fee_2,SETL_268,,23011,4141,-42
razorpay,pay_0001038,PAY-82037,4389090,INR,2026-08-05T08:41:00Z,payment,captured,pay_0001038,order_0000037,SETL_138,,87781,15800,0
razorpay,pay_0001085,PAY-82084,879779,INR,2026-08-16T12:48:00Z,payment,captured,pay_0001085,order_0000084,SETL_185,,17595,3167,0
razorpay,pay_0001060,PAY-82059,99399,INR,2026-08-13T20:35:00Z,payment,captured,pay_0001060,order_0000059,SETL_160,,1987,357,0
razorpay,pay_0001200,PAY-99002,50000,INR,2026-08-23T23:44:00Z,payment,captured,pay_0001200,order_ambig_2,SETL_300,,1000,180,0
razorpay,pay_0001151,PAY-88010,2120115,INR,2026-08-06T22:18:00Z,payment,captured,pay_0001151,order_drift_10,SETL_251,,42402,7632,0
razorpay,pay_0001054,PAY-82053,1883444,INR,2026-08-12T11:43:00Z,payment,captured,pay_0001054,order_0000053,SETL_154,,37668,6780,0
razorpay,pay_0001142,PAY-88001,2351914,INR,2026-08-10T08:05:00Z,payment,captured,pay_0001142,order_drift_1,SETL_242,,47038,8466,0
razorpay,pay_0001018,PAY-82017,76784,INR,2026-08-05T10:40:00Z,payment,captured,pay_0001018,order_0000017,SETL_118,,1535,276,0
razorpay,pay_0001053,PAY-82052,44664,INR,2026-08-25T16:09:00Z,payment,captured,pay_0001053,order_0000052,SETL_153,,893,160,0
razorpay,pay_0001145,PAY-88004,290305,INR,2026-08-22T21:31:00Z,payment,captured,pay_0001145,order_drift_4,SETL_245,,5806,1045,0
razorpay,pay_0001033,PAY-82032,1898574,INR,2026-08-06T19:59:00Z,payment,captured,pay_0001033,order_0000032,SETL_133,,37971,6834,0
razorpay,pay_0001063,PAY-82062,97806,INR,2026-08-10T10:50:00Z,payment,captured,pay_0001063,order_0000062,SETL_163,,1956,352,0
razorpay,pay_0001086,PAY-82085,4212055,INR,2026-08-17T18:15:00Z,payment,captured,pay_0001086,order_0000085,SETL_186,,84241,15163,0
razorpay,pay_0001013,PAY-82012,4881371,INR,2026-08-24T16:14:00Z,payment,captured,pay_0001013,order_0000012,SETL_113,,97627,17572,0
razorpay,pay_0001006,PAY-82005,325772,INR,2026-08-05T09:24:00Z,payment,captured,pay_0001006,order_0000005,SETL_106,,6515,1172,0
razorpay,pay_0001153,PAY-88012,1057354,INR,2026-08-15T09:14:00Z,payment,captured,pay_0001153,order_drift_12,SETL_253,,21147,3806,0
razorpay,pay_0001164,PAY-91004,4199719,INR,2026-08-14T15:59:00Z,payment,captured,pay_0001164,order_dup_4,SETL_260,,83994,15118,0
razorpay,pay_0001165,PAY-91004,4199719,INR,2026-08-14T16:05:00Z,payment,captured,pay_0001165,order_dup_4,SETL_260,,83994,15118,0
razorpay,pay_0001055,PAY-82054,76244,INR,2026-08-04T18:27:00Z,payment,captured,pay_0001055,order_0000054,SETL_155,,1524,274,0
razorpay,pay_0001170,PAY-91007,4323539,INR,2026-08-06T15:02:00Z,payment,captured,pay_0001170,order_dup_7,SETL_263,,86470,15564,0
razorpay,pay_0001024,PAY-82023,4868968,INR,2026-08-02T17:20:00Z,payment,captured,pay_0001024,order_0000023,SETL_124,,97379,17528,0
razorpay,pay_0001117,PAY-82116,680358,INR,2026-08-15T19:35:00Z,payment,captured,pay_0001117,order_0000116,SETL_217,,13607,2449,0
razorpay,pay_0001032,PAY-82031,132938,INR,2026-08-04T16:15:00Z,payment,captured,pay_0001032,order_0000031,SETL_132,,2658,478,0
